Sr. No,Sila Allias Code,16,153,93,98,205,215,216,57,108,217,190,149
241,HKM241,,138,,,,,,,,,,
242,HKM242,148,138,,,,,,,,,,
243,HKM243,70.59,70.59,70.33,,,,,,,,,
244,HKM244,49.5,49.83,49.5,,,,,,,,,
245,HKM245,73.08,73.08,72.03,,,,,,,,,
246,HKM246,420,425,435,,,,,,,,,
247,HKM247,420,425,435,,,,,,,,,
248,HKM248,420,425,435,,,,,,,,,
249,HKM249,420,425,435,,,,,,,,,
250,HKM250,395,410,365,,,,,,,,,
251,HKM251,395,410,365,,,,,,,,,
252,HKM252,395,410,365,,,,,,,,,
253,HKM253,395,410,,,,,,,,,,
254,HKM254,63.5,64.78,62,,,,,,,,,
255,HKM255,75,80,75,,,,,,,,,
256,HKM256,515,650,145,,,,,,,,,
257,HKM257,200,160,210,,,,,,,,,
258,HKM258,,550,,,,,,,,,,
259,HKM259,44.7,54.09,35,,,,,,,,,
260,HKM260,35,35,18,,,,,,,,,
261,HKM261,31.67,35,28,,,,,,,,,
262,HKM262,28.58,23.75,29,,,,,,,,,
263,HKM263,32,35,30,,,,,,,,,
264,HKM264,65,,,,,,,,,,,
266,HKM266,52,60.19,55,,,,,,,,,
267,HKM267,12,,9,,,,,,,,,
269,HKM269,110,110,115,,,,,,,,,
270,HKM270,65,,,,,,,,,,,
271,HKM271,4875,,3250,,,,,,,,,
272,HKM272,1800,,1450,,,,,,,,,
273,HKM273,262,,,,,,,,,,,
274,HKM274,310,,310,,,,,,,,,
275,HKM275,326,,,,,,,,,,,
276,HKM276,64,,64,,,,,,,,,
277,HKM277,84,,69,,,,,,,,,
278,HKM278,55,,,,,,,,,,,
279,HKM279,82.5,90,75,,,,,,,,,
280,HKM280,24.58,23.75,20,,,,,,,,,
281,HKM281,585,,,,,,,,,,,
282,HKM282,185.33,210,160,,,,,,,,,
283,HKM283,165.53,165.27,159,,,,,,,,,
284,HKM284,65,85,,,,,,,,,,
285,HKM285,165,,165,,,,,,,,,
286,HKM286,1850,,,,,,,,,,,
287,HKM287,2250,,,,,,,,,,,
288,HKM288,38,,,,,,,,,,,
290,HKM290,46,48,25,,,,,,,,,
291,HKM291,44.31,45.68,44,,,,,,,,,
292,HKM292,150,,,,,,,,,,,
293,HKM293,280,590,260,,,,,,,,,
294,HKM294,280,590,260,,,,,,,,,
295,HKM295,2033.33,2400,1550,,,,,,,,,
296,HKM296,6500,,6750,,,,,,,,,
297,HKM297,8500,,8790,,,,,,,,,
314,HKM314,775,,550,,,,,,,,,
315,HKM315,1200,,900,,,,,,,,,
316,HKM316,1200,,1200,,,,,,,,,
317,HKM317,692.5,1200,185,,,,,,,,,
298,HKM298,12500,,13500,,,,,,,,,
299,HKM299,,,,,9.75,,,,,,,
300,HKM300,121.5,,,,,,,,,,,
301,HKM301,51.3,,,,,,,,,,,
303,HKM303,110,146,115,,,,,,,,,
304,HKM304,510,,,,,,,,,,,
305,HKM305,121.5,,,,,,,,,,,
307,HKM307,758,,,,,,,,,,,
308,HKM308,502.86,,,,,,,,,,,
309,HKM309,35,,,,,,,,,,,
311,HKM311,,,56.36,,,,,,,,,
312,HKM312,63,,60,,,,,,,,,
314,HKM314,775,,550,,,,,,,,,
315,HKM315,1200,,900,,,,,,,,,
316,HKM316,1200,,1200,,,,,,,,,
317,HKM317,692.5,1200,185,,,,,,,,,
318,HKM318,7500,,,,,,,,,,,
320,HKM320,,,,,,,,354.08,,,,
321,HKM321,,,,,,,,776,,,,
322,HKM322,,,,,,,,516,,,,
323,HKM323,,,,,,,,513.6,,,,
325,HKM325,338,,,,,,,,,,,
326,HKM326,,,,,,,1000,,,,,
327,HKM327,,,,,,83,,,,,,
328,HKM328,,,,,,80,,,,,,
329,HKM329,,,,,,120,,,,,,
330,HKM330,4950,,,,,,,,,,,
331,HKM331,4950,,,,,,,,,,,
332,HKM332,,,,,,,,,6000,,,
333,HKM333,,,,,,,,,2000,,,
334,HKM334,,,,,,,,,2000,,,
335,HKM335,,,,,,,,,2500,,,
350,HKM350,,95,,,,,,,,,,
351,HKM351,475,,,,,,,,,,,
352,HKM352,90,,,,,,,,,,,
353,HKM353,285,,,,,,,,,,,
354,HKM354,649,,,,,,,,,,,
355,HKM355,1155,,,,,,,,,,,
356,HKM356,265,124.58,122,,,,,,,,,
357,HKM357,3850,,,,,,,,,,,
358,HKM358,1475,,,,,,,,,,,
359,HKM359,,,,,,,,,,778,,
360,HKM360,,,,,,,,,,583,,
361,HKM361,,,,,,,,,,359,,
362,HKM362,,,,,,,,,,268,,
363,HKM363,,,,,,,,,,359,,
364,HKM364,,,,,,,,,,1679,,
365,HKM365,,,,,,,,,,535,,
366,HKM366,,,,,,,,,,583,,
367,HKM367,,,,,,,,,,671,,
368,HKM368,,,,,,,,,,719,,
369,HKM369,,,,,,,,,,719,,
370,HKM370,90,,,,,,,,,,,
371,HKM371,850,,,,,,,,,,,
372,HKM372,202.84,,,,,,,,,,,
373,HKM373,750,,,,,,,,,,,
374,HKM374,,,,,,,,,,,4100,
375,HKM375,,,,,,,,,6000,,,
376,HKM376,,,,,,,,,,,,
377,HKM377,,,,,,,,,,,,
378,HKM378,,,,,,,,,,,,
379,HKM379,,750,,,,,,,,,,
380,HKM380,,650,,,,,,,,,,
381,HKM381,,,,,,,,,,,,
382,HKM382,,,,,,,,440.8,,,,
383,HKM383,,,,,,,,717.6,,,,
384,HKM384,,,,,,,,712,,,,
385,HKM385,,,,,,,,621.6,,,,
386,HKM386,,,,,,,,532,,,,
387,HKM387,660.61,,,,,,,,,,,
388,HKM388,1.8,,,,,,,,,,,
389,HKM389,,,,,,,,,,,,
390,HKM390,,,,,,,,,,,,
391,HKM391,,,,,,,,,,,,
392,HKM392,,,,,,,,,,,,
